record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,kda_ratio,kill_death_diff,is_mvp
625,121,phantom squad,support,skyline,final,18.0,10.0,11.0,42.74,207.32,0.22,54.17,1.0,win,no,2.5454545454545454,7.0,0
626,473,titan esports,sniper,skyline,qualifier,20.0,11.0,10.0,36.5,216.11,0.13,57.95,0.93,win,no,3.1,10.0,0
627,41,red vortex,flex,skyline,qualifier,14.0,7.0,16.0,41.11,201.0,0.52,34.35,0.7,win,no,1.3125,-2.0,0
628,468,phantom squad,flex,skyline,qualifier,18.0,9.0,9.0,47.9,220.98,0.53,54.65,1.0,win,no,3.0,9.0,0
629,72,cyberx,igl,neon city,group stage,9.0,3.0,13.0,48.05,266.37,0.12,30.82,0.59,win,no,0.9230769230769231,-4.0,0
630,495,cyberx,entry fragger,neon city,qualifier,21.0,5.0,11.0,48.86,219.12,0.33,57.13,1.0,win,no,2.3636363636363638,10.0,0
631,50,team alpha,support,desert storm,qualifier,16.0,8.0,12.0,38.53,189.23,0.56,41.66,1.0,win,no,2.0,4.0,0
632,322,red vortex,sniper,skyline,qualifier,7.0,6.0,12.0,37.32,250.81,0.78,18.86,0.77,win,no,1.0833333333333333,-5.0,0
633,41,red vortex,igl,desert storm,final,15.0,9.0,7.0,44.77,207.97,0.24,51.99,1.0,win,no,3.4285714285714284,8.0,0
634,462,phantom squad,igl,skyline,qualifier,8.0,6.0,6.0,59.44,204.81,0.27,43.02,1.0,win,no,2.3333333333333335,2.0,0
635,149,cyberx,igl,frozen base,semi-final,16.0,12.0,7.0,53.29,216.13,0.1,62.64,1.0,win,yes,4.0,9.0,1
636,413,team nova,entry fragger,desert storm,qualifier,9.0,8.0,5.0,38.36,172.43,0.18,38.38,0.95,win,no,3.4,4.0,0
637,5,cyberx,sniper,frozen base,semi-final,9.0,3.0,14.0,43.61,232.47,0.65,22.3,0.71,win,no,0.8571428571428571,-5.0,0
638,471,team nova,igl,dust arena,final,18.0,12.0,6.0,43.35,263.01,0.85,55.17,0.87,win,no,5.0,12.0,0
639,432,phantom squad,flex,frozen base,semi-final,16.0,10.0,11.0,43.7,255.86,0.73,45.55,0.93,win,no,2.3636363636363638,5.0,0
640,215,cyberx,entry fragger,neon city,final,10.0,14.0,14.0,38.42,148.27,0.15,37.71,0.78,win,no,1.7142857142857142,-4.0,0
641,450,cyberx,support,dust arena,qualifier,24.0,7.0,7.0,51.95,176.81,0.57,68.27,1.0,win,yes,4.428571428571429,17.0,1
642,391,team nova,igl,neon city,semi-final,12.0,9.0,8.0,62.37,196.05,0.43,51.89,1.0,win,no,2.625,4.0,0
643,261,titan esports,support,dust arena,final,11.0,11.0,20.0,43.53,230.11,0.99,24.87,0.71,win,no,1.1,-9.0,0
644,112,team nova,support,desert storm,final,16.0,6.0,14.0,61.07,222.76,0.18,52.73,1.0,win,no,1.5714285714285714,2.0,0
645,253,phantom squad,support,frozen base,final,15.0,2.0,7.0,35.92,218.82,0.67,36.26,0.7,win,no,2.4285714285714284,8.0,0
646,247,cyberx,flex,dust arena,group stage,14.0,10.0,14.0,51.03,215.15,0.61,43.41,0.94,win,no,1.7142857142857142,0.0,0
647,53,cyberx,igl,skyline,playoff,15.0,9.0,11.0,46.02,239.07,0.31,47.91,1.0,win,no,2.1818181818181817,4.0,0
648,81,cyberx,igl,dust arena,group stage,10.0,6.0,15.0,43.2,183.19,0.62,26.4,0.7,win,no,1.0666666666666667,-5.0,0
649,191,red vortex,flex,desert storm,semi-final,14.0,4.0,7.0,44.39,264.91,0.34,43.8,0.95,win,no,2.5714285714285716,7.0,0
650,460,titan esports,flex,desert storm,group stage,12.0,9.0,16.0,38.4,215.15,0.97,26.5,0.74,win,no,1.3125,-4.0,0
651,408,phantom squad,flex,desert storm,final,17.0,13.0,11.0,46.5,231.65,0.33,55.95,1.0,win,no,2.727272727272727,6.0,0
652,150,team alpha,flex,desert storm,playoff,16.0,9.0,10.0,39.72,219.32,0.6,44.86,1.0,win,no,2.5,6.0,0
653,332,cyberx,sniper,frozen base,qualifier,9.0,12.0,8.0,41.85,178.14,0.19,41.02,0.96,win,no,2.625,1.0,0
654,49,cyberx,support,frozen base,semi-final,10.0,11.0,7.0,44.47,206.12,0.66,39.63,0.94,win,no,3.0,3.0,0
655,448,team nova,igl,desert storm,group stage,13.0,7.0,14.0,48.43,160.18,0.21,41.12,0.97,win,no,1.4285714285714286,-1.0,0
656,12,phantom squad,support,dust arena,semi-final,10.0,7.0,8.0,50.21,216.2,0.37,40.41,0.85,win,no,2.125,2.0,0
657,268,team alpha,support,neon city,group stage,18.0,12.0,13.0,36.12,229.7,0.54,47.66,1.0,win,no,2.3076923076923075,5.0,0
658,369,red vortex,entry fragger,desert storm,playoff,15.0,4.0,11.0,38.3,225.41,0.78,34.35,0.75,win,no,1.7272727272727273,4.0,0
659,132,phantom squad,entry fragger,neon city,qualifier,14.0,10.0,10.0,40.49,198.94,0.83,39.95,0.98,win,no,2.4,4.0,0
660,290,phantom squad,entry fragger,desert storm,group stage,12.0,7.0,13.0,46.67,207.34,0.47,36.64,0.81,win,no,1.4615384615384615,-1.0,0
661,307,titan esports,support,neon city,qualifier,14.0,7.0,10.0,53.2,255.06,0.29,48.7,1.0,win,no,2.1,4.0,0
662,172,cyberx,igl,desert storm,qualifier,13.0,6.0,12.0,35.86,200.82,0.23,35.63,0.84,win,no,1.5833333333333333,1.0,0
663,329,cyberx,flex,desert storm,semi-final,11.0,8.0,7.0,45.92,219.11,0.67,39.26,0.85,win,no,2.7142857142857144,4.0,0
664,418,phantom squad,flex,frozen base,qualifier,15.0,9.0,11.0,51.58,204.6,0.65,47.29,0.92,win,no,2.1818181818181817,4.0,0
665,470,cyberx,entry fragger,neon city,playoff,7.0,6.0,7.0,46.79,194.61,0.68,29.59,0.89,win,no,1.8571428571428572,0.0,0
666,73,red vortex,entry fragger,skyline,group stage,15.0,15.0,11.0,47.96,168.43,0.03,57.68,1.0,win,no,2.727272727272727,4.0,0
667,101,team nova,entry fragger,frozen base,qualifier,15.0,10.0,14.0,34.9,162.67,0.08,42.65,1.0,win,no,1.7857142857142858,1.0,0
668,120,titan esports,sniper,neon city,playoff,16.0,10.0,7.0,28.52,227.62,0.08,48.46,1.0,win,no,3.7142857142857144,9.0,0
669,79,team nova,flex,desert storm,group stage,10.0,12.0,4.0,37.7,241.04,0.72,39.65,0.86,win,no,5.5,6.0,0
670,73,team nova,sniper,frozen base,qualifier,18.0,10.0,8.0,55.18,190.57,0.74,58.19,1.0,win,no,3.5,10.0,0
671,303,phantom squad,entry fragger,neon city,qualifier,19.0,9.0,5.0,43.82,207.78,0.75,56.41,1.0,win,no,5.6,14.0,0
672,489,phantom squad,igl,skyline,semi-final,18.0,11.0,10.0,38.75,242.96,0.15,54.88,1.0,win,no,2.9,8.0,0
673,487,cyberx,sniper,dust arena,semi-final,10.0,9.0,6.0,36.74,224.13,0.11,40.27,0.92,win,no,3.1666666666666665,4.0,0
674,179,cyberx,support,skyline,semi-final,18.0,11.0,11.0,43.27,213.32,0.23,55.34,0.89,win,no,2.6363636363636362,7.0,0
675,384,titan esports,entry fragger,skyline,group stage,18.0,7.0,9.0,43.36,213.16,0.05,55.18,1.0,win,no,2.7777777777777777,9.0,0
676,324,titan esports,sniper,desert storm,final,13.0,10.0,9.0,48.67,184.82,0.38,47.54,1.0,win,no,2.5555555555555554,4.0,0
677,9,team nova,sniper,desert storm,final,15.0,10.0,9.0,48.91,203.61,0.96,45.85,1.0,win,no,2.7777777777777777,6.0,0
678,164,team nova,sniper,desert storm,group stage,19.0,6.0,13.0,44.14,213.56,0.6,47.07,0.77,win,no,1.9230769230769231,6.0,0
679,166,cyberx,igl,dust arena,semi-final,12.0,2.0,18.0,35.58,221.27,0.55,20.29,0.74,win,no,0.7777777777777778,-6.0,0
680,431,red vortex,igl,skyline,group stage,22.0,4.0,6.0,36.71,169.18,0.66,53.76,0.97,win,no,4.333333333333333,16.0,0
681,204,titan esports,igl,dust arena,semi-final,22.0,7.0,16.0,45.27,194.36,0.23,55.34,1.0,win,no,1.8125,6.0,0
682,41,cyberx,igl,skyline,qualifier,15.0,10.0,8.0,43.14,273.1,0.71,46.47,1.0,win,no,3.125,7.0,0
683,211,cyberx,support,frozen base,final,20.0,10.0,5.0,34.78,187.5,0.95,52.89,1.0,win,no,6.0,15.0,0
684,154,red vortex,entry fragger,dust arena,playoff,15.0,6.0,14.0,54.13,228.18,0.57,43.36,1.0,win,no,1.5,1.0,0
685,237,cyberx,entry fragger,neon city,qualifier,21.0,8.0,14.0,50.36,216.64,0.43,56.88,0.98,win,no,2.0714285714285716,7.0,0
686,437,red vortex,support,desert storm,qualifier,15.0,9.0,8.0,28.97,195.48,0.31,42.38,1.0,win,no,3.0,7.0,0
687,423,team alpha,igl,frozen base,qualifier,15.0,12.0,7.0,41.63,175.07,0.73,48.52,0.85,win,no,3.857142857142857,8.0,0
688,358,team nova,igl,skyline,qualifier,15.0,6.0,12.0,50.05,192.78,0.92,39.82,0.9,win,no,1.75,3.0,0
689,500,team alpha,sniper,skyline,qualifier,13.0,3.0,15.0,49.73,215.31,0.69,31.96,0.79,win,no,1.0666666666666667,-2.0,0
690,353,cyberx,igl,neon city,group stage,13.0,12.0,17.0,52.45,217.19,0.04,46.83,0.97,win,no,1.4705882352941178,-4.0,0
691,313,phantom squad,entry fragger,frozen base,playoff,11.0,5.0,12.0,61.41,194.43,0.83,37.41,1.0,win,no,1.3333333333333333,-1.0,0
692,31,cyberx,support,skyline,semi-final,14.0,9.0,8.0,37.18,203.0,0.8,39.59,0.98,win,no,2.875,6.0,0
693,411,team alpha,entry fragger,skyline,semi-final,12.0,17.0,6.0,36.99,242.22,0.0,53.5,1.0,win,no,4.833333333333333,6.0,0
694,482,titan esports,sniper,skyline,playoff,17.0,6.0,3.0,44.46,177.15,0.3,56.23,1.0,win,no,7.666666666666667,14.0,0
695,453,cyberx,sniper,neon city,qualifier,11.0,8.0,9.0,28.54,228.06,0.54,29.87,0.76,win,no,2.111111111111111,2.0,0
696,243,red vortex,support,skyline,final,8.0,3.0,12.0,45.98,189.53,0.61,23.89,0.79,win,no,0.9166666666666666,-4.0,0
697,335,red vortex,entry fragger,neon city,final,14.0,4.0,17.0,38.81,213.29,0.11,33.3,0.84,win,no,1.0588235294117647,-3.0,0
698,114,team alpha,flex,skyline,playoff,16.0,3.0,8.0,45.35,223.55,0.59,43.77,0.82,win,no,2.375,8.0,0
699,253,cyberx,support,desert storm,group stage,15.0,6.0,9.0,41.44,236.26,0.73,40.42,0.86,win,no,2.3333333333333335,6.0,0
700,127,red vortex,flex,frozen base,final,12.0,3.0,10.0,56.99,207.35,0.07,44.8,1.0,win,no,1.5,2.0,0
701,214,team nova,igl,desert storm,semi-final,16.0,5.0,10.0,45.15,259.38,0.92,40.38,1.0,win,no,2.1,6.0,0
702,372,team alpha,flex,neon city,final,17.0,7.0,9.0,48.18,268.5,0.11,54.99,0.98,win,no,2.6666666666666665,8.0,0
703,393,phantom squad,entry fragger,neon city,semi-final,12.0,9.0,5.0,53.44,248.32,0.67,48.02,0.88,win,no,4.2,7.0,0
704,239,cyberx,sniper,desert storm,final,16.0,6.0,8.0,41.07,237.62,0.33,47.23,0.9,win,no,2.75,8.0,0
705,407,cyberx,igl,skyline,group stage,17.0,8.0,11.0,48.35,161.86,0.69,48.27,1.0,win,no,2.272727272727273,6.0,0
706,374,red vortex,igl,dust arena,semi-final,18.0,9.0,10.0,43.03,187.36,0.97,46.81,0.9,win,no,2.7,8.0,0
707,248,cyberx,sniper,neon city,group stage,18.0,11.0,10.0,45.01,288.4,0.1,58.5,1.0,win,no,2.9,8.0,0
708,127,team nova,entry fragger,neon city,semi-final,21.0,7.0,7.0,33.7,253.92,0.42,54.65,1.0,win,no,4.0,14.0,0
709,41,red vortex,sniper,desert storm,group stage,13.0,8.0,9.0,42.86,233.45,0.87,37.73,0.77,win,no,2.3333333333333335,4.0,0
710,7,red vortex,entry fragger,frozen base,semi-final,14.0,9.0,11.0,38.05,247.17,0.97,35.33,0.87,win,no,2.090909090909091,3.0,0
711,171,titan esports,entry fragger,neon city,final,17.0,7.0,11.0,43.51,205.62,0.23,49.45,1.0,win,no,2.1818181818181817,6.0,0
712,453,phantom squad,igl,desert storm,group stage,15.0,5.0,8.0,34.69,216.71,0.84,35.95,0.87,win,no,2.5,7.0,0
713,345,team alpha,entry fragger,skyline,final,10.0,4.0,13.0,39.07,245.68,0.33,27.23,0.79,win,no,1.0769230769230769,-3.0,0
714,459,cyberx,igl,skyline,semi-final,14.0,13.0,13.0,30.17,255.95,0.02,42.88,0.9,win,no,2.076923076923077,1.0,0
715,75,cyberx,entry fragger,neon city,playoff,11.0,9.0,8.0,39.52,273.79,0.86,34.16,0.76,win,no,2.5,3.0,0
716,250,red vortex,entry fragger,neon city,playoff,15.0,9.0,9.0,46.81,240.18,0.16,51.8,0.9,win,no,2.6666666666666665,6.0,0
717,123,cyberx,entry fragger,skyline,semi-final,7.0,11.0,16.0,40.17,172.93,0.24,26.69,0.88,win,no,1.125,-9.0,0
718,52,team nova,flex,frozen base,semi-final,19.0,7.0,9.0,46.42,204.68,0.47,54.51,1.0,win,no,2.888888888888889,10.0,0
719,112,team alpha,igl,desert storm,group stage,20.0,10.0,13.0,49.71,198.81,0.09,60.96,1.0,win,yes,2.3076923076923075,7.0,1
720,18,team alpha,igl,desert storm,qualifier,13.0,8.0,16.0,45.2,264.82,0.31,37.5,0.9,win,no,1.3125,-3.0,0
721,474,phantom squad,flex,desert storm,semi-final,17.0,4.0,16.0,41.52,175.66,0.92,33.56,0.82,win,no,1.3125,1.0,0
722,3,red vortex,support,neon city,final,14.0,5.0,10.0,53.26,209.35,0.68,42.83,0.83,win,no,1.9,4.0,0
723,315,team alpha,igl,frozen base,qualifier,12.0,8.0,8.0,36.96,286.89,0.41,38.38,0.83,win,no,2.5,4.0,0
724,44,red vortex,support,dust arena,final,11.0,13.0,12.0,44.97,279.82,0.45,40.98,0.93,win,no,2.0,-1.0,0
725,325,team alpha,support,dust arena,semi-final,12.0,8.0,11.0,53.46,217.58,0.44,43.33,0.99,win,no,1.8181818181818181,1.0,0
726,363,team alpha,support,neon city,group stage,20.0,5.0,15.0,42.54,231.65,0.85,42.77,0.91,win,no,1.6666666666666667,5.0,0
727,191,team nova,sniper,dust arena,final,20.0,8.0,6.0,37.21,197.76,0.13,59.31,1.0,win,no,4.666666666666667,14.0,0
728,448,red vortex,support,neon city,qualifier,18.0,8.0,6.0,46.62,228.46,0.79,53.41,0.89,win,no,4.333333333333333,12.0,0
729,297,team alpha,support,frozen base,group stage,13.0,10.0,7.0,42.14,230.47,0.87,41.37,0.88,win,no,3.2857142857142856,6.0,0
730,39,phantom squad,support,neon city,group stage,17.0,6.0,8.0,43.34,199.29,0.57,47.97,0.92,win,no,2.875,9.0,0
731,9,phantom squad,flex,frozen base,group stage,13.0,4.0,10.0,56.66,235.62,0.19,46.43,1.0,win,no,1.7,3.0,0
732,217,team alpha,flex,dust arena,playoff,18.0,9.0,8.0,47.26,205.55,0.74,53.23,1.0,win,no,3.375,10.0,0
733,336,phantom squad,sniper,desert storm,group stage,17.0,12.0,13.0,32.92,199.37,0.29,46.56,0.99,win,no,2.230769230769231,4.0,0
734,264,phantom squad,support,frozen base,qualifier,11.0,6.0,11.0,42.85,195.99,0.03,38.12,0.88,win,no,1.5454545454545454,0.0,0
735,305,team alpha,igl,desert storm,semi-final,15.0,11.0,6.0,48.19,197.83,0.46,54.49,0.93,win,no,4.333333333333333,9.0,0
736,298,cyberx,support,frozen base,playoff,10.0,7.0,8.0,45.82,240.64,0.72,34.71,0.81,win,no,2.125,2.0,0
737,149,cyberx,flex,neon city,playoff,17.0,8.0,10.0,47.8,224.0,0.49,51.0,1.0,win,no,2.5,7.0,0
738,29,cyberx,flex,desert storm,playoff,9.0,7.0,16.0,41.33,244.07,0.12,28.46,0.95,win,no,1.0,-7.0,0
739,311,cyberx,entry fragger,dust arena,group stage,25.0,9.0,14.0,52.55,225.85,0.47,66.58,1.0,win,yes,2.4285714285714284,11.0,1
740,50,phantom squad,sniper,frozen base,semi-final,14.0,4.0,2.0,49.97,229.76,0.36,51.38,1.0,win,no,9.0,12.0,0
741,418,cyberx,support,skyline,playoff,21.0,9.0,7.0,53.84,145.7,0.9,61.92,1.0,win,yes,4.285714285714286,14.0,1
742,75,titan esports,flex,neon city,semi-final,17.0,10.0,10.0,39.02,224.94,0.2,51.51,1.0,win,no,2.7,7.0,0
743,25,cyberx,entry fragger,neon city,playoff,16.0,2.0,14.0,39.93,209.2,0.1,38.97,0.91,win,no,1.2857142857142858,2.0,0
744,435,titan esports,igl,skyline,playoff,11.0,7.0,11.0,39.06,263.33,0.5,32.53,0.66,win,no,1.6363636363636365,0.0,0
745,237,cyberx,entry fragger,neon city,final,21.0,6.0,13.0,35.55,201.32,0.59,46.88,1.0,win,no,2.076923076923077,8.0,0
746,205,team alpha,igl,frozen base,group stage,9.0,9.0,6.0,34.9,202.25,0.19,36.55,0.84,win,no,3.0,3.0,0
747,137,team nova,sniper,neon city,semi-final,21.0,17.0,13.0,34.54,225.58,0.35,59.77,1.0,win,no,2.923076923076923,8.0,0
748,119,phantom squad,entry fragger,neon city,qualifier,10.0,8.0,17.0,58.91,233.21,0.69,33.55,0.83,win,no,1.0588235294117647,-7.0,0
749,456,red vortex,igl,neon city,playoff,18.0,12.0,7.0,37.33,184.54,0.35,56.16,1.0,win,no,4.285714285714286,11.0,0
750,218,team alpha,flex,skyline,group stage,13.0,7.0,9.0,43.62,275.57,0.31,42.71,0.9,win,no,2.2222222222222223,4.0,0
751,297,red vortex,igl,frozen base,semi-final,13.0,10.0,6.0,43.06,250.0,0.17,49.83,1.0,win,no,3.8333333333333335,7.0,0
752,194,cyberx,sniper,skyline,group stage,20.0,3.0,12.0,49.08,118.73,0.31,52.44,0.98,win,no,1.9166666666666667,8.0,0
753,396,cyberx,sniper,dust arena,playoff,20.0,9.0,7.0,51.07,208.8,0.35,64.03,0.95,win,yes,4.142857142857143,13.0,1
754,205,phantom squad,flex,skyline,final,12.0,5.0,12.0,59.22,249.87,0.77,38.91,0.88,win,no,1.4166666666666667,0.0,0
755,462,phantom squad,flex,frozen base,group stage,17.0,5.0,14.0,41.2,200.43,0.49,40.7,0.99,win,no,1.5714285714285714,3.0,0
756,109,team nova,entry fragger,frozen base,final,15.0,2.0,5.0,22.86,191.66,0.89,29.53,0.86,win,no,3.4,10.0,0
757,424,team alpha,sniper,dust arena,final,23.0,8.0,13.0,44.48,254.89,0.83,54.94,1.0,win,no,2.3846153846153846,10.0,0
758,125,titan esports,igl,neon city,final,10.0,10.0,9.0,44.23,185.95,0.2,41.11,0.86,win,no,2.2222222222222223,1.0,0
759,75,red vortex,sniper,desert storm,final,11.0,12.0,12.0,39.72,227.14,0.18,40.06,1.0,win,no,1.9166666666666667,-1.0,0
760,134,titan esports,igl,neon city,semi-final,10.0,8.0,4.0,42.31,221.59,0.58,39.36,0.87,win,no,4.5,6.0,0
761,435,cyberx,sniper,skyline,playoff,14.0,4.0,7.0,45.69,235.16,0.99,37.95,0.81,win,no,2.5714285714285716,7.0,0
762,218,cyberx,flex,neon city,group stage,13.0,6.0,9.0,27.6,168.41,0.35,33.3,0.8,win,no,2.111111111111111,4.0,0
763,435,phantom squad,sniper,neon city,semi-final,9.0,20.0,12.0,31.65,241.37,0.15,40.33,0.94,win,no,2.4166666666666665,-3.0,0
764,109,red vortex,sniper,dust arena,group stage,19.0,4.0,11.0,47.74,243.69,0.03,54.57,1.0,win,no,2.090909090909091,8.0,0
765,337,team alpha,sniper,skyline,playoff,18.0,5.0,13.0,56.08,227.56,0.61,49.94,1.0,win,no,1.7692307692307692,5.0,0
766,77,cyberx,igl,skyline,semi-final,16.0,10.0,10.0,34.34,213.2,0.72,41.97,0.98,win,no,2.6,6.0,0
767,151,titan esports,flex,neon city,playoff,14.0,9.0,17.0,44.17,181.68,0.97,32.39,0.68,win,no,1.3529411764705883,-3.0,0
768,462,titan esports,sniper,neon city,final,11.0,10.0,14.0,33.63,245.77,0.97,25.11,0.76,win,no,1.5,-3.0,0
769,84,titan esports,igl,frozen base,semi-final,12.0,3.0,4.0,39.89,187.59,0.87,34.25,0.76,win,no,3.75,8.0,0
770,289,cyberx,support,neon city,group stage,8.0,9.0,10.0,50.69,237.74,0.63,34.05,0.82,win,no,1.7,-2.0,0
771,492,red vortex,sniper,dust arena,semi-final,22.0,7.0,14.0,27.56,218.29,0.4,46.78,1.0,win,no,2.0714285714285716,8.0,0
772,55,team nova,flex,desert storm,semi-final,14.0,8.0,8.0,41.32,202.55,0.42,44.46,0.86,win,no,2.75,6.0,0
773,377,team alpha,sniper,desert storm,semi-final,13.0,9.0,10.0,44.58,198.45,0.83,38.99,0.77,win,no,2.2,3.0,0
774,418,team alpha,sniper,skyline,final,18.0,9.0,10.0,43.71,148.52,0.78,49.06,0.88,win,no,2.7,8.0,0
775,425,cyberx,sniper,dust arena,final,11.0,12.0,5.0,49.43,232.61,0.78,45.92,0.98,win,no,4.6,6.0,0
776,212,team nova,support,neon city,qualifier,17.0,13.0,10.0,63.37,246.77,0.12,67.48,1.0,win,yes,3.0,7.0,1
777,252,team nova,sniper,desert storm,group stage,20.0,9.0,13.0,39.87,253.32,0.88,47.14,1.0,win,no,2.230769230769231,7.0,0
778,124,cyberx,flex,neon city,final,15.0,13.0,10.0,48.31,280.67,0.39,53.26,1.0,win,no,2.8,5.0,0
779,12,red vortex,entry fragger,dust arena,final,15.0,4.0,13.0,45.57,252.36,0.02,43.58,0.88,win,no,1.4615384615384615,2.0,0
780,240,phantom squad,support,skyline,qualifier,19.0,10.0,9.0,47.63,220.72,0.57,57.11,1.0,win,no,3.2222222222222223,10.0,0
781,441,phantom squad,support,neon city,final,21.0,5.0,10.0,36.15,223.05,0.93,45.78,1.0,win,no,2.6,11.0,0
782,140,team alpha,entry fragger,desert storm,final,9.0,12.0,14.0,32.37,226.52,0.81,24.09,0.83,win,no,1.5,-5.0,0
783,396,red vortex,support,frozen base,qualifier,14.0,7.0,10.0,45.76,266.67,0.61,41.78,1.0,win,no,2.1,4.0,0
784,324,team nova,support,frozen base,group stage,22.0,10.0,17.0,46.44,176.32,0.77,52.52,1.0,win,no,1.8823529411764706,5.0,0
785,84,phantom squad,flex,frozen base,semi-final,18.0,8.0,7.0,30.93,234.52,0.83,44.17,0.93,win,no,3.7142857142857144,11.0,0
786,387,team alpha,sniper,desert storm,final,15.0,6.0,8.0,31.53,220.69,0.69,36.87,0.76,win,no,2.625,7.0,0
787,156,titan esports,entry fragger,skyline,playoff,16.0,10.0,9.0,55.74,230.73,0.79,52.97,0.86,win,no,2.888888888888889,7.0,0
788,38,red vortex,entry fragger,neon city,semi-final,19.0,10.0,12.0,57.4,223.09,0.41,60.6,1.0,win,yes,2.4166666666666665,7.0,1
789,71,titan esports,entry fragger,skyline,playoff,10.0,6.0,16.0,47.83,179.9,0.47,29.21,0.89,win,no,1.0,-6.0,0
790,43,team alpha,flex,desert storm,playoff,14.0,7.0,10.0,43.46,219.45,0.14,45.33,0.94,win,no,2.1,4.0,0
791,113,phantom squad,flex,neon city,final,10.0,6.0,7.0,50.17,264.23,0.39,40.19,0.93,win,no,2.2857142857142856,3.0,0
792,128,team nova,sniper,dust arena,semi-final,13.0,11.0,10.0,42.01,203.39,0.94,38.6,0.87,win,no,2.4,3.0,0
793,344,titan esports,igl,skyline,final,13.0,6.0,9.0,50.0,167.64,0.15,46.5,0.9,win,no,2.111111111111111,4.0,0
794,448,team alpha,entry fragger,neon city,final,16.0,11.0,9.0,53.89,219.99,0.21,58.84,1.0,win,no,3.0,7.0,0
795,365,team nova,entry fragger,skyline,group stage,10.0,11.0,11.0,56.43,203.18,0.65,41.72,0.81,win,no,1.9090909090909092,-1.0,0
796,164,phantom squad,entry fragger,desert storm,semi-final,15.0,5.0,10.0,51.58,219.33,0.87,42.09,0.96,win,no,2.0,5.0,0
797,243,cyberx,support,desert storm,playoff,20.0,7.0,14.0,43.6,284.74,0.37,51.1,1.0,win,no,1.9285714285714286,6.0,0
798,354,cyberx,support,skyline,group stage,16.0,6.0,11.0,46.22,187.37,0.45,45.61,0.98,win,no,2.0,5.0,0
799,205,titan esports,support,desert storm,playoff,13.0,9.0,5.0,47.39,201.29,0.03,53.4,0.93,win,no,4.4,8.0,0
800,253,cyberx,support,neon city,qualifier,11.0,4.0,4.0,47.63,209.2,0.38,42.02,1.0,win,no,3.75,7.0,0
801,102,team alpha,sniper,neon city,group stage,10.0,6.0,10.0,43.06,297.41,0.3,34.53,1.0,win,no,1.6,0.0,0
802,111,titan esports,sniper,desert storm,group stage,7.0,10.0,7.0,50.33,241.44,0.06,41.56,0.95,win,no,2.4285714285714284,0.0,0
803,420,team alpha,igl,dust arena,semi-final,16.0,6.0,14.0,41.99,227.84,0.03,44.7,0.85,win,no,1.5714285714285714,2.0,0
804,456,phantom squad,support,skyline,playoff,19.0,15.0,11.0,37.6,199.72,0.53,55.5,0.86,win,no,3.090909090909091,8.0,0
805,314,red vortex,flex,neon city,playoff,14.0,4.0,13.0,47.35,206.18,0.31,39.57,0.9,win,no,1.3846153846153846,1.0,0
806,35,titan esports,support,frozen base,qualifier,13.0,6.0,12.0,45.3,175.2,0.55,37.15,0.88,win,no,1.5833333333333333,1.0,0
807,35,cyberx,igl,neon city,playoff,30.0,9.0,9.0,24.81,210.97,0.8,64.41,1.0,win,yes,4.333333333333333,21.0,1
808,452,cyberx,sniper,neon city,semi-final,9.0,7.0,9.0,48.0,250.88,0.89,31.1,0.76,win,no,1.7777777777777777,0.0,0
809,131,team alpha,igl,frozen base,group stage,11.0,7.0,6.0,40.11,243.63,0.8,35.05,0.71,win,no,3.0,5.0,0
810,473,team nova,igl,dust arena,final,18.0,12.0,7.0,45.63,259.17,0.38,60.02,1.0,win,yes,4.285714285714286,11.0,1
811,160,titan esports,igl,skyline,qualifier,15.0,20.0,11.0,44.9,228.52,0.23,59.15,1.0,win,no,3.1818181818181817,4.0,0
812,331,red vortex,igl,desert storm,final,8.0,6.0,13.0,35.52,241.14,0.05,26.26,0.84,win,no,1.0769230769230769,-5.0,0
813,147,team nova,igl,desert storm,semi-final,21.0,9.0,14.0,43.19,168.1,0.08,57.8,1.0,win,no,2.142857142857143,7.0,0
814,206,cyberx,entry fragger,frozen base,semi-final,12.0,6.0,10.0,57.47,213.87,0.77,41.03,0.98,win,no,1.8,2.0,0
815,134,team nova,entry fragger,neon city,playoff,14.0,5.0,14.0,48.71,184.97,0.68,36.56,0.81,win,no,1.3571428571428572,0.0,0
816,434,titan esports,support,desert storm,group stage,13.0,12.0,9.0,44.87,278.79,0.62,45.23,0.98,win,no,2.7777777777777777,4.0,0
817,74,team nova,igl,dust arena,playoff,12.0,9.0,9.0,34.02,186.6,0.69,34.11,0.91,win,no,2.3333333333333335,3.0,0
818,359,titan esports,sniper,skyline,group stage,22.0,9.0,13.0,37.4,217.72,0.51,53.6,1.0,win,no,2.3846153846153846,9.0,0
819,65,phantom squad,support,skyline,qualifier,16.0,9.0,10.0,34.94,225.48,0.82,40.27,0.76,win,no,2.5,6.0,0
820,222,red vortex,sniper,frozen base,group stage,19.0,8.0,5.0,37.74,238.13,0.18,58.07,1.0,win,no,5.4,14.0,0
821,2,team nova,support,neon city,final,16.0,10.0,9.0,41.98,257.97,0.03,53.69,1.0,win,no,2.888888888888889,7.0,0
822,223,cyberx,igl,frozen base,qualifier,18.0,8.0,9.0,46.02,223.58,0.13,56.71,1.0,win,no,2.888888888888889,9.0,0
